Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed,Bacterium
1280,1280.9231,Staphylococcus aureus 043_05,ciprofloxacin,Resistant,,,,,Broth dilution,,E-test,AB Biodisk,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.51931,Staphylococcus aureus 11-03477-1,erythromycin,Susceptible,,,,,Broth dilution,,,,EUCAST,2018.0,,,,Laboratory Method,,33658988.0,Staphylococcus aureus
1280,1280.29856,Staphylococcus aureus strain HICF0223,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.59912,Staphylococcus aureus 10A467,erythromycin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.29687,Staphylococcus aureus strain HICF0002,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.30142,Staphylococcus aureus strain HICF0583,erythromycin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.819,Staphylococcus aureus C00013183,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.11162,Staphylococcus aureus strain 3688STDY6124918,cefoxitin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26806258.0,Staphylococcus aureus
1280,1280.2985,Staphylococcus aureus strain HICF0228,erythromycin,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.29998,Staphylococcus aureus strain HICF0415,ciprofloxacin,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.9334,Staphylococcus aureus TTSH1_09,erythromycin,Resistant,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.59516,Staphylococcus aureus CLSA46,ciprofloxacin,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.30172,Staphylococcus aureus strain HICF0627,cefoxitin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.39688,Staphylococcus aureus 1134,ciprofloxacin,Susceptible,,,,,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.879,Staphylococcus aureus C00001076,erythromycin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.51905,Staphylococcus aureus 10-01507,tetracycline,Resistant,,,,,Broth dilution,,,,EUCAST,2018.0,,,,Laboratory Method,,33658988.0,Staphylococcus aureus
1280,1280.30304,Staphylococcus aureus strain HICF0774,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.59729,Staphylococcus aureus CFSA13SA025,cefoxitin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.8491,Staphylococcus aureus C00003332,ciprofloxacin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.26041,Staphylococcus aureus strain 1249-27,tetracycline,Susceptible,<=1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,EUCAST,2016.0,,,,Laboratory Method,,29729180.0,Staphylococcus aureus
1280,1280.59267,Staphylococcus aureus CFSA15SA142,ciprofloxacin,Intermediate,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.51775,Staphylococcus aureus 13-03385,cefoxitin,Susceptible,,,,,Broth dilution,,,,EUCAST,2018.0,,,,Laboratory Method,,33658988.0,Staphylococcus aureus
1280,1280.11156,Staphylococcus aureus strain 3688STDY6124951,cefoxitin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26806258.0,Staphylococcus aureus
1280,1280.3015,Staphylococcus aureus strain HICF0595,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.59823,Staphylococcus aureus CFSA.SA033,cefoxitin,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.30231,Staphylococcus aureus strain HICF0683,cefoxitin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.16862,Staphylococcus aureus strain AH018,tetracycline,,2,,2,mg/L,Broth dilution,,,Oxoid,EUCAST,2017.0,,,,Laboratory Method,,29377579.0,Staphylococcus aureus
1280,1280.39603,Staphylococcus aureus C1910,ciprofloxacin,Susceptible,,,,,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.8829,Staphylococcus aureus C00001239,ciprofloxacin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.1128,Staphylococcus aureus strain 3688STDY6124836,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26806258.0,Staphylococcus aureus
1280,1280.39664,Staphylococcus aureus C2469,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.26077,Staphylococcus aureus ERR070044,erythromycin,Resistant,,,,,Disk diffusion,,,,British Society for Antimicrobial Chemotherapy (BSAC),2011.0,,,,Laboratory Method,,23158674.0,Staphylococcus aureus
1280,1280.30426,Staphylococcus aureus strain HICF0926,erythromycin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.974,Staphylococcus aureus C00002626,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.3013,Staphylococcus aureus strain HICF0576,ciprofloxacin,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.8072,Staphylococcus aureus C00012739,erythromycin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.7928,Staphylococcus aureus C00001129,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.30007,Staphylococcus aureus strain HICF0428,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.29867,Staphylococcus aureus strain HICF0237,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.39505,Staphylococcus aureus 03 5,ciprofloxacin,,22,,22,mg/L,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.8158,Staphylococcus aureus C00012831,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.30085,Staphylococcus aureus strain HICF0522,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.9862,Staphylococcus aureus C00003364,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.51856,Staphylococcus aureus 10-01970,erythromycin,Resistant,,,,,Broth dilution,,,,EUCAST,2018.0,,,,Laboratory Method,,33658988.0,Staphylococcus aureus
1280,1280.30302,Staphylococcus aureus strain HICF0779,erythromycin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.51887,Staphylococcus aureus 10-00249,tetracycline,Susceptible,,,,,Broth dilution,,,,EUCAST,2018.0,,,,Laboratory Method,,33658988.0,Staphylococcus aureus
1280,1280.9206,Staphylococcus aureus 012_00,erythromycin,Resistant,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.59543,Staphylococcus aureus CLSA19,cefoxitin,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.59269,Staphylococcus aureus CFSA15SA140,cefoxitin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.7419,Staphylococcus aureus C00003301,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.112,Staphylococcus aureus strain 3688STDY6125142,cefoxitin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26806258.0,Staphylococcus aureus
1280,1280.5927,Staphylococcus aureus CFSA15SA139,tetracycline,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.59532,Staphylococcus aureus CLSA29,erythromycin,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.59293,Staphylococcus aureus CFSA15SA114,tetracycline,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.59288,Staphylococcus aureus CFSA15SA118,tetracycline,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.51648,Staphylococcus aureus 1D-346,cefoxitin,,4,,4,mg/L,Broth dilution,,Sensititre,Thermo Fisher Scientific,EUCAST,2017.0,,,,Laboratory Method,,35756053.0,Staphylococcus aureus
1280,1280.8512,Staphylococcus aureus C00003278,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.30152,Staphylococcus aureus strain HICF0605,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.39769,Staphylococcus aureus 7241,ciprofloxacin,Susceptible,,,,,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.29766,Staphylococcus aureus strain HICF0108,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.30292,Staphylococcus aureus strain HICF0767,erythromycin,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.59443,Staphylococcus aureus CFSA13SA040,erythromycin,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.9311,Staphylococcus aureus CGH3_06,tetracycline,Susceptible,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.932,Staphylococcus aureus CGH5_07,tetracycline,Susceptible,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.30024,Staphylococcus aureus strain HICF0434,cefoxitin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.3011,Staphylococcus aureus strain HICF0545,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.51792,Staphylococcus aureus 13-04344,ciprofloxacin,Resistant,,,,,Broth dilution,,,,EUCAST,2018.0,,,,Laboratory Method,,33658988.0,Staphylococcus aureus
1280,1280.5181,Staphylococcus aureus 14-00046,erythromycin,Resistant,,,,,,,,,EUCAST,,,,,Laboratory Method,,28961857.0,Staphylococcus aureus
1280,1280.15877,Staphylococcus aureus strain HCW18_130415,erythromycin,Susceptible,,,,,Broth dilution,,VITEK 2,BioMerieux,EUCAST,,,,,Laboratory Method,,28704546.0,Staphylococcus aureus
1280,1280.51754,Staphylococcus aureus 13-01337,erythromycin,Susceptible,,,,,,,,,EUCAST,,,,,Laboratory Method,,28961857.0,Staphylococcus aureus
1280,1280.11191,Staphylococcus aureus strain 3688STDY6125002,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26806258.0,Staphylococcus aureus
1280,1280.8799,Staphylococcus aureus C00001087,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.29872,Staphylococcus aureus strain HICF0268,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.9795,Staphylococcus aureus C00003194,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.29868,Staphylococcus aureus strain HICF0238,cefoxitin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.59692,Staphylococcus aureus CFSA16SA023,erythromycin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.59716,Staphylococcus aureus CFSA13SA037,erythromycin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.8299,Staphylococcus aureus C00013354,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.59711,Staphylococcus aureus CFSA16SA003,cefoxitin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.9215,Staphylococcus aureus 024_05,erythromycin,Resistant,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.51847,Staphylococcus aureus 12-02895,erythromycin,Resistant,,,,,Broth dilution,,,,EUCAST,2018.0,,,,Laboratory Method,,33658988.0,Staphylococcus aureus
1280,1280.30071,Staphylococcus aureus strain HICF0509,cefoxitin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.10039,Staphylococcus aureus C00013388,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.9914,Staphylococcus aureus C00008970,erythromycin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.30444,Staphylococcus aureus strain HICF0945,erythromycin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.30157,Staphylococcus aureus strain HICF0612,cefoxitin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.30262,Staphylococcus aureus strain HICF0717,erythromycin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.9535,Staphylococcus aureus C00003106,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.11324,Staphylococcus aureus strain 3688STDY6125015,cefoxitin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26806258.0,Staphylococcus aureus
1280,1280.10028,Staphylococcus aureus C00013359,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.11289,Staphylococcus aureus strain 3688STDY6124820,cefoxitin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26806258.0,Staphylococcus aureus
1280,1280.7951,Staphylococcus aureus C00001153,tetracycline,Resistant,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.29992,Staphylococcus aureus strain HICF0411,ciprofloxacin,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.9438,Staphylococcus aureus C00001108,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.51936,Staphylococcus aureus 14-02900,ciprofloxacin,Susceptible,,,,,Broth dilution,,,,EUCAST,2018.0,,,,Laboratory Method,,33658988.0,Staphylococcus aureus
1280,1280.936,Staphylococcus aureus TTSH5_03,erythromycin,Resistant,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.5954,Staphylococcus aureus CLSA18,erythromycin,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.26005,Staphylococcus aureus strain 1570-88,erythromycin,Susceptible,1,,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,EUCAST,2016.0,,,,Laboratory Method,,29729180.0,Staphylococcus aureus
1280,1280.16838,Staphylococcus aureus strain AK046,tetracycline,Susceptible,,,,,Agar dilution,,,Oxoid,EUCAST,2017.0,,,,Laboratory Method,,29377579.0,Staphylococcus aureus
1280,1280.7415,Staphylococcus aureus C00003304,ciprofloxacin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.29857,Staphylococcus aureus strain HICF0224,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.9241,Staphylococcus aureus 066_02,ciprofloxacin,Resistant,,,,,Broth dilution,,E-test,AB Biodisk,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.9968,Staphylococcus aureus C00013162,ciprofloxacin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.9899,Staphylococcus aureus C00007105,ciprofloxacin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.8344,Staphylococcus aureus C00013401,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.39633,Staphylococcus aureus C2163,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.59869,Staphylococcus aureus 18A234,erythromycin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.99,Staphylococcus aureus C00007110,erythromycin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.9323,Staphylococcus aureus CGH6_06,erythromycin,Resistant,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.797,Staphylococcus aureus C00001185,ciprofloxacin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.16861,Staphylococcus aureus strain AH022,ciprofloxacin,,16,,16,mg/L,Broth dilution,,,Oxoid,EUCAST,2017.0,,,,Laboratory Method,,29377579.0,Staphylococcus aureus
1280,1280.29981,Staphylococcus aureus strain HICF0396,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.9359,Staphylococcus aureus TTSH5_02,ciprofloxacin,Resistant,,,,,Broth dilution,,E-test,AB Biodisk,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.39762,Staphylococcus aureus 6195,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.51856,Staphylococcus aureus 10-01970,tetracycline,Susceptible,,,,,,,,,EUCAST,,,,,Laboratory Method,,28961857.0,Staphylococcus aureus
1280,1280.9902,Staphylococcus aureus C00007113,ciprofloxacin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.59456,Staphylococcus aureus CFSA12SA067,ciprofloxacin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.9988,Staphylococcus aureus C00013207,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.8659,Staphylococcus aureus C00003129,ciprofloxacin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.59712,Staphylococcus aureus CFSA16SA001,ciprofloxacin,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.51611,Staphylococcus aureus 1D-280,erythromycin,,0.5,,0.5,mg/L,Broth dilution,,Sensititre,Thermo Fisher Scientific,EUCAST,2017.0,,,,Laboratory Method,,35756053.0,Staphylococcus aureus
1280,1280.15908,Staphylococcus aureus strain W54_110515,ciprofloxacin,Susceptible,,,,,Broth dilution,,VITEK 2,BioMerieux,EUCAST,,,,,Laboratory Method,,28704546.0,Staphylococcus aureus
1280,1280.39455,Staphylococcus aureus AR-0987,cefoxitin,,19,,19,mm,Disk diffusion,,,,,,,,,Laboratory Method,,31996449.0,Staphylococcus aureus
1280,1280.9763,Staphylococcus aureus C00003135,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.9231,Staphylococcus aureus 043_05,tetracycline,Susceptible,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.838,Staphylococcus aureus C00003279,ciprofloxacin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.39694,Staphylococcus aureus 1143,ciprofloxacin,,26,,26,mg/L,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.30249,Staphylococcus aureus strain HICF0699,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.59567,Staphylococcus aureus CFSA17SA094,cefoxitin,Resistant,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.59417,Staphylococcus aureus CFSA14SA029,tetracycline,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.9991,Staphylococcus aureus C00013211,erythromycin,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.59566,Staphylococcus aureus CFSA17SA097,tetracycline,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.11185,Staphylococcus aureus strain 3688STDY6125044,erythromycin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26806258.0,Staphylococcus aureus
1280,1280.59422,Staphylococcus aureus CFSA14SA027,ciprofloxacin,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.39468,Staphylococcus aureus AR-1003,cefoxitin,Susceptible,,,,,,,,,clsi,2018.0,,,,Laboratory Method,,31996449.0,Staphylococcus aureus
1280,1280.10023,Staphylococcus aureus C00013347,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.29851,Staphylococcus aureus strain HICF0227,cefoxitin,Resistant,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.9202,Staphylococcus aureus 009_06,ciprofloxacin,Resistant,,,,,Broth dilution,,E-test,AB Biodisk,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.9372,Staphylococcus aureus WAU_15,tetracycline,Resistant,,,,,Disk diffusion,,,,CLSI,,,,,Laboratory Method,,25903077.0,Staphylococcus aureus
1280,1280.39761,Staphylococcus aureus 6190,ciprofloxacin,Resistant,,,,,Disk diffusion,,,,CLSI,2012.0,,,,Laboratory Method,,29295910.0,Staphylococcus aureus
1280,1280.59516,Staphylococcus aureus CLSA46,tetracycline,Susceptible,,,,,Biofosun Gram-positive panels broth dilution,,,"Shanghai Biofosun Biotech, China",CLSI,2015.0,,,,Laboratory Method,,34100643.0,Staphylococcus aureus
1280,1280.30271,Staphylococcus aureus strain HICF0731,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.30005,Staphylococcus aureus strain HICF0423,erythromycin,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.30373,Staphylococcus aureus strain HICF0849,tetracycline,Susceptible,,,,,Disk diffusion,,,,EUCAST,2019.0,,,,Laboratory Method,,32025709.0,Staphylococcus aureus
1280,1280.21074,Staphylococcus aureus strain 0137-2003-2005,tetracycline,Susceptible,<=1,<=,1,mg/L,Broth dilution,,BD Phoenix,BD,EUCAST,,,,,Laboratory Method,,,Staphylococcus aureus
1280,1280.9423,Staphylococcus aureus C00000862,erythromycin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
1280,1280.8491,Staphylococcus aureus C00003332,tetracycline,Susceptible,,,,,,,,,,,,,,Laboratory Method,,26686880.0,Staphylococcus aureus
