Genome ID,Genome Name,cefoxitin,ciprofloxacin,erythromycin,tetracycline
1280.59273,Staphylococcus aureus CFSA15SA137,susceptible,susceptible,resistant,resistant
1280.59274,Staphylococcus aureus CFSA15SA132,susceptible,susceptible,resistant,susceptible
1280.59275,Staphylococcus aureus CFSA15SA133,resistant,resistant,resistant,resistant
1280.59276,Staphylococcus aureus CFSA15SA131,susceptible,resistant,resistant,susceptible
1280.59277,Staphylococcus aureus CFSA15SA135,susceptible,susceptible,resistant,
1280.59278,Staphylococcus aureus CFSA15SA129,susceptible,,resistant,susceptible
1280.59279,Staphylococcus aureus CFSA15SA134,susceptible,susceptible,resistant,susceptible
1280.59280,Staphylococcus aureus CFSA15SA126,susceptible,resistant,,susceptible
1280.59281,Staphylococcus aureus CFSA15SA127,susceptible,susceptible,susceptible,susceptible
1280.59282,Staphylococcus aureus CFSA15SA125,susceptible,susceptible,susceptible,
1280.59283,Staphylococcus aureus CFSA15SA122,resistant,susceptible,resistant,susceptible
1280.59284,Staphylococcus aureus CFSA15SA124,susceptible,susceptible,resistant,susceptible
1280.59285,Staphylococcus aureus CFSA15SA123,susceptible,susceptible,resistant,susceptible
1280.59286,Staphylococcus aureus CFSA15SA120,resistant,susceptible,resistant,susceptible
1280.59287,Staphylococcus aureus CFSA15SA121,susceptible,susceptible,susceptible,susceptible
1280.59288,Staphylococcus aureus CFSA15SA118,resistant,susceptible,resistant,susceptible
1280.59289,Staphylococcus aureus CFSA15SA116,susceptible,susceptible,resistant,susceptible
1280.59290,Staphylococcus aureus CFSA15SA119,susceptible,,resistant,susceptible
1280.59291,Staphylococcus aureus CFSA15SA115,resistant,susceptible,resistant,susceptible
1280.59292,Staphylococcus aureus CFSA15SA117,susceptible,susceptible,resistant,susceptible
1280.59293,Staphylococcus aureus CFSA15SA114,susceptible,,resistant,resistant
1280.59294,Staphylococcus aureus CFSA15SA113,resistant,,resistant,susceptible
1280.59295,Staphylococcus aureus CFSA15SA112,resistant,susceptible,susceptible,resistant
1280.59296,Staphylococcus aureus CFSA15SA110,susceptible,susceptible,susceptible,susceptible
1280.59297,Staphylococcus aureus CFSA15SA111,resistant,susceptible,susceptible,resistant
1280.59298,Staphylococcus aureus CFSA15SA109,resistant,,resistant,susceptible
1280.59299,Staphylococcus aureus CFSA15SA108,susceptible,susceptible,resistant,
1280.59300,Staphylococcus aureus CFSA15SA106,susceptible,susceptible,resistant,susceptible
1280.59301,Staphylococcus aureus CFSA15SA105,resistant,susceptible,resistant,resistant
1280.59302,Staphylococcus aureus CFSA15SA107,susceptible,susceptible,resistant,susceptible
1280.59303,Staphylococcus aureus CFSA15SA104,susceptible,susceptible,susceptible,susceptible
1280.59304,Staphylococcus aureus CFSA15SA101,susceptible,susceptible,resistant,susceptible
1280.59305,Staphylococcus aureus CFSA15SA103,resistant,susceptible,resistant,susceptible
1280.59306,Staphylococcus aureus CFSA15SA102,susceptible,susceptible,resistant,susceptible
1280.59307,Staphylococcus aureus CFSA15SA100,resistant,susceptible,susceptible,susceptible
1280.59308,Staphylococcus aureus CFSA15SA099,susceptible,susceptible,susceptible,susceptible
1280.59309,Staphylococcus aureus CFSA15SA098,susceptible,,resistant,resistant
1280.59310,Staphylococcus aureus CFSA15SA096,susceptible,susceptible,susceptible,susceptible
1280.59311,Staphylococcus aureus CFSA15SA095,resistant,susceptible,resistant,susceptible
1280.59312,Staphylococcus aureus CFSA15SA097,susceptible,,susceptible,susceptible
1280.59313,Staphylococcus aureus CFSA15SA093,susceptible,susceptible,susceptible,susceptible
1280.59314,Staphylococcus aureus CFSA15SA092,susceptible,susceptible,resistant,susceptible
1280.59315,Staphylococcus aureus CFSA15SA090,resistant,susceptible,resistant,susceptible
1280.59316,Staphylococcus aureus CFSA15SA088,resistant,resistant,resistant,resistant
1280.59317,Staphylococcus aureus CFSA15SA091,resistant,susceptible,resistant,susceptible
1280.59318,Staphylococcus aureus CFSA15SA087,susceptible,,resistant,susceptible
1280.59319,Staphylococcus aureus CFSA15SA086,resistant,susceptible,resistant,susceptible
1280.59320,Staphylococcus aureus CFSA15SA089,susceptible,,resistant,susceptible
1280.59321,Staphylococcus aureus CFSA15SA085,susceptible,susceptible,resistant,susceptible
1280.59322,Staphylococcus aureus CFSA15SA083,susceptible,susceptible,resistant,susceptible
1280.59323,Staphylococcus aureus CFSA15SA084,susceptible,susceptible,susceptible,susceptible
1280.59324,Staphylococcus aureus CFSA15SA082,susceptible,susceptible,resistant,resistant
1280.59325,Staphylococcus aureus CFSA15SA080,susceptible,susceptible,resistant,susceptible
1280.59326,Staphylococcus aureus CFSA15SA076,resistant,susceptible,resistant,susceptible
1280.59327,Staphylococcus aureus CFSA15SA079,susceptible,resistant,resistant,
1280.59328,Staphylococcus aureus CFSA15SA078,susceptible,susceptible,resistant,susceptible
1280.59329,Staphylococcus aureus CFSA15SA077,susceptible,susceptible,resistant,
1280.59330,Staphylococcus aureus CFSA15SA074,susceptible,,susceptible,susceptible
1280.59331,Staphylococcus aureus CFSA15SA075,susceptible,susceptible,,susceptible
1280.59332,Staphylococcus aureus CFSA15SA070,susceptible,susceptible,resistant,susceptible
1280.59333,Staphylococcus aureus CFSA15SA072,susceptible,resistant,resistant,resistant
1280.59334,Staphylococcus aureus CFSA15SA073,susceptible,,resistant,susceptible
1280.59335,Staphylococcus aureus CFSA15SA071,resistant,susceptible,resistant,susceptible
1280.59336,Staphylococcus aureus CFSA15SA069,resistant,susceptible,susceptible,susceptible
1280.59337,Staphylococcus aureus CFSA15SA067,susceptible,susceptible,susceptible,susceptible
1280.59338,Staphylococcus aureus CFSA15SA068,resistant,susceptible,susceptible,susceptible
1280.59339,Staphylococcus aureus CFSA15SA064,susceptible,susceptible,susceptible,susceptible
1280.59340,Staphylococcus aureus CFSA15SA066,resistant,resistant,resistant,resistant
1280.59341,Staphylococcus aureus CFSA15SA065,resistant,susceptible,susceptible,susceptible
1280.59342,Staphylococcus aureus CFSA15SA063,susceptible,resistant,resistant,resistant
1280.59343,Staphylococcus aureus CFSA15SA059,susceptible,,resistant,resistant
1280.59344,Staphylococcus aureus CFSA15SA060,susceptible,susceptible,susceptible,susceptible
1280.59345,Staphylococcus aureus CFSA15SA061,susceptible,resistant,resistant,susceptible
1280.59346,Staphylococcus aureus CFSA15SA057,susceptible,susceptible,susceptible,susceptible
1280.59347,Staphylococcus aureus CFSA15SA058,susceptible,resistant,resistant,susceptible
1280.59348,Staphylococcus aureus CFSA15SA055,resistant,susceptible,resistant,susceptible
1280.59349,Staphylococcus aureus CFSA15SA054,susceptible,,susceptible,susceptible
1280.59350,Staphylococcus aureus CFSA15SA053,susceptible,,resistant,resistant
1280.59351,Staphylococcus aureus CFSA15SA056,resistant,susceptible,susceptible,susceptible
1280.59352,Staphylococcus aureus CFSA15SA051,susceptible,resistant,resistant,susceptible
1280.59353,Staphylococcus aureus CFSA15SA052,susceptible,,susceptible,resistant
1280.59354,Staphylococcus aureus CFSA15SA049,susceptible,susceptible,susceptible,susceptible
1280.59355,Staphylococcus aureus CFSA15SA050,susceptible,resistant,resistant,
1280.59356,Staphylococcus aureus CFSA15SA048,susceptible,susceptible,susceptible,susceptible
1280.59357,Staphylococcus aureus CFSA15SA047,susceptible,susceptible,resistant,susceptible
1280.59358,Staphylococcus aureus CFSA15SA046,susceptible,resistant,resistant,susceptible
1280.59359,Staphylococcus aureus CFSA15SA042,susceptible,resistant,resistant,
1280.59360,Staphylococcus aureus CFSA15SA045,resistant,susceptible,resistant,susceptible
1280.59361,Staphylococcus aureus CFSA15SA044,susceptible,resistant,resistant,resistant
1280.59362,Staphylococcus aureus CFSA15SA040,susceptible,susceptible,susceptible,susceptible
1280.59363,Staphylococcus aureus CFSA15SA041,susceptible,resistant,resistant,resistant
1280.59364,Staphylococcus aureus CFSA15SA039,susceptible,susceptible,susceptible,resistant
1280.59365,Staphylococcus aureus CFSA15SA037,susceptible,susceptible,susceptible,susceptible
1280.59366,Staphylococcus aureus CFSA15SA038,susceptible,susceptible,susceptible,
1280.59367,Staphylococcus aureus CFSA15SA043,susceptible,susceptible,resistant,susceptible
1280.59368,Staphylococcus aureus CFSA15SA036,susceptible,susceptible,susceptible,susceptible
1280.59369,Staphylococcus aureus CFSA15SA035,susceptible,susceptible,resistant,susceptible
1280.59370,Staphylococcus aureus CFSA15SA034,resistant,susceptible,susceptible,susceptible
1280.59371,Staphylococcus aureus CFSA15SA030,resistant,resistant,resistant,resistant
1280.59372,Staphylococcus aureus CFSA15SA032,resistant,susceptible,susceptible,resistant
1280.59373,Staphylococcus aureus CFSA15SA031,resistant,susceptible,resistant,susceptible
1280.59374,Staphylococcus aureus CFSA15SA033,resistant,resistant,resistant,susceptible
1280.59375,Staphylococcus aureus CFSA15SA029,resistant,,resistant,resistant
1280.59376,Staphylococcus aureus CFSA15SA028,resistant,,resistant,resistant
1280.59377,Staphylococcus aureus CFSA15SA027,susceptible,susceptible,resistant,susceptible
1280.59378,Staphylococcus aureus CFSA15SA026,susceptible,resistant,resistant,susceptible
1280.59379,Staphylococcus aureus CFSA15SA025,susceptible,susceptible,resistant,susceptible
1280.59380,Staphylococcus aureus CFSA15SA023,resistant,,resistant,
1280.59381,Staphylococcus aureus CFSA15SA024,susceptible,susceptible,susceptible,
1280.59382,Staphylococcus aureus CFSA15SA018,susceptible,resistant,resistant,susceptible
1280.59383,Staphylococcus aureus CFSA15SA021,susceptible,susceptible,susceptible,susceptible
1280.59384,Staphylococcus aureus CFSA15SA022,susceptible,susceptible,susceptible,resistant
1280.59385,Staphylococcus aureus CFSA15SA020,susceptible,susceptible,resistant,susceptible
1280.59386,Staphylococcus aureus CFSA15SA019,susceptible,resistant,resistant,susceptible
1280.59387,Staphylococcus aureus CFSA15SA016,susceptible,susceptible,susceptible,susceptible
1280.59388,Staphylococcus aureus CFSA15SA017,susceptible,susceptible,resistant,susceptible
1280.59389,Staphylococcus aureus CFSA15SA014,susceptible,susceptible,resistant,susceptible
1280.59390,Staphylococcus aureus CFSA15SA015,susceptible,,resistant,resistant
1280.59391,Staphylococcus aureus CFSA15SA012,resistant,susceptible,resistant,susceptible
1280.59392,Staphylococcus aureus CFSA15SA011,susceptible,susceptible,resistant,susceptible
1280.59393,Staphylococcus aureus CFSA15SA013,resistant,susceptible,resistant,
1280.59394,Staphylococcus aureus CFSA15SA006,resistant,resistant,resistant,resistant
1280.59395,Staphylococcus aureus CFSA15SA008,resistant,resistant,resistant,resistant
1280.59396,Staphylococcus aureus CFSA15SA009,resistant,resistant,resistant,resistant
1280.59397,Staphylococcus aureus CFSA15SA010,resistant,resistant,resistant,susceptible
1280.59398,Staphylococcus aureus CFSA15SA005,susceptible,resistant,resistant,resistant
1280.59399,Staphylococcus aureus CFSA15SA003,susceptible,susceptible,susceptible,susceptible
1280.59400,Staphylococcus aureus CFSA15SA004,susceptible,susceptible,resistant,
1280.59401,Staphylococcus aureus CFSA15SA002,susceptible,susceptible,resistant,susceptible
1280.59402,Staphylococcus aureus CFSA15SA001,resistant,susceptible,susceptible,susceptible
1280.59403,Staphylococcus aureus CFSA14SA042,resistant,susceptible,resistant,susceptible
1280.59404,Staphylococcus aureus CFSA14SA043,resistant,susceptible,resistant,susceptible
1280.59405,Staphylococcus aureus CFSA15SA007,resistant,resistant,resistant,resistant
1280.59406,Staphylococcus aureus CFSA14SA041,resistant,susceptible,resistant,susceptible
1280.59407,Staphylococcus aureus CFSA14SA038,resistant,susceptible,susceptible,susceptible
1280.59408,Staphylococcus aureus CFSA14SA039,resistant,susceptible,susceptible,susceptible
1280.59409,Staphylococcus aureus CFSA14SA037,resistant,susceptible,resistant,susceptible
1280.59410,Staphylococcus aureus CFSA14SA040,resistant,susceptible,resistant,susceptible
1280.59411,Staphylococcus aureus CFSA14SA036,resistant,susceptible,resistant,susceptible
1280.59412,Staphylococcus aureus CFSA14SA035,resistant,,resistant,susceptible
1280.59413,Staphylococcus aureus CFSA14SA034,resistant,susceptible,resistant,
1280.59414,Staphylococcus aureus CFSA14SA033,resistant,susceptible,resistant,susceptible
1280.59415,Staphylococcus aureus CFSA14SA032,resistant,susceptible,resistant,susceptible
1280.59416,Staphylococcus aureus CFSA14SA031,resistant,susceptible,resistant,susceptible
1280.59417,Staphylococcus aureus CFSA14SA029,resistant,susceptible,resistant,susceptible
1280.59418,Staphylococcus aureus CFSA14SA028,resistant,susceptible,resistant,susceptible
1280.59419,Staphylococcus aureus CFSA14SA030,resistant,susceptible,resistant,susceptible
1280.59420,Staphylococcus aureus CFSA14SA025,resistant,susceptible,resistant,susceptible
1280.59421,Staphylococcus aureus CFSA14SA026,resistant,susceptible,resistant,susceptible
1280.59422,Staphylococcus aureus CFSA14SA027,resistant,susceptible,susceptible,susceptible
1280.59423,Staphylococcus aureus CFSA14SA024,resistant,susceptible,resistant,susceptible
1280.59424,Staphylococcus aureus CFSA14SA022,resistant,susceptible,resistant,
1280.59425,Staphylococcus aureus CFSA14SA021,resistant,susceptible,resistant,susceptible
1280.59426,Staphylococcus aureus CFSA14SA023,resistant,susceptible,resistant,resistant
1280.59427,Staphylococcus aureus CFSA14SA017,resistant,susceptible,resistant,susceptible
1280.59428,Staphylococcus aureus CFSA14SA018,resistant,susceptible,resistant,susceptible
1280.59429,Staphylococcus aureus CFSA14SA020,resistant,susceptible,resistant,
1280.59430,Staphylococcus aureus CFSA14SA016,resistant,susceptible,resistant,susceptible
1280.59431,Staphylococcus aureus CFSA14SA019,resistant,susceptible,resistant,susceptible
1280.59432,Staphylococcus aureus CFSA14SA014,resistant,susceptible,resistant,susceptible
1280.59433,Staphylococcus aureus CFSA14SA015,resistant,susceptible,resistant,susceptible
1280.59434,Staphylococcus aureus CFSA14SA013,resistant,susceptible,resistant,susceptible
1280.59435,Staphylococcus aureus CFSA14SA011,resistant,susceptible,resistant,susceptible
1280.59436,Staphylococcus aureus CFSA14SA012,resistant,susceptible,resistant,susceptible
1280.59437,Staphylococcus aureus CFSA14SA010,resistant,susceptible,resistant,susceptible
1280.59438,Staphylococcus aureus CFSA14SA008,resistant,susceptible,resistant,susceptible
1280.59439,Staphylococcus aureus CFSA14SA009,resistant,susceptible,resistant,susceptible
1280.59440,Staphylococcus aureus CFSA14SA006,resistant,susceptible,susceptible,susceptible
1280.59441,Staphylococcus aureus CFSA14SA002,resistant,susceptible,resistant,susceptible
1280.59442,Staphylococcus aureus CFSA14SA007,resistant,susceptible,resistant,susceptible
1280.59443,Staphylococcus aureus CFSA13SA040,resistant,susceptible,susceptible,susceptible
1280.59444,Staphylococcus aureus CFSA14SA005,resistant,susceptible,resistant,susceptible
1280.59445,Staphylococcus aureus CFSA14SA003,resistant,,resistant,susceptible
1280.59446,Staphylococcus aureus CFSA14SA001,resistant,susceptible,resistant,susceptible
1280.59447,Staphylococcus aureus CFSA13SA042,resistant,susceptible,resistant,susceptible
1280.59448,Staphylococcus aureus CFSA13SA041,resistant,resistant,resistant,resistant
1280.59449,Staphylococcus aureus CFSA16SA059,resistant,susceptible,susceptible,susceptible
1280.59450,Staphylococcus aureus CFSA15SA081,resistant,resistant,resistant,resistant
1280.59451,Staphylococcus aureus CFSA15SA094,resistant,susceptible,resistant,susceptible
1280.59452,Staphylococcus aureus CFSA13SA018,resistant,susceptible,resistant,susceptible
1280.59453,Staphylococcus aureus CFSA12SA071,resistant,susceptible,resistant,susceptible
1280.59454,Staphylococcus aureus CFSA12SA068,resistant,resistant,resistant,resistant
1280.59455,Staphylococcus aureus CFSA13SA001,resistant,resistant,,susceptible
1280.59456,Staphylococcus aureus CFSA12SA067,resistant,resistant,resistant,resistant
1280.59457,Staphylococcus aureus CFSA12SA065,resistant,resistant,resistant,resistant
1280.59458,Staphylococcus aureus CFSA12SA066,resistant,resistant,resistant,resistant
1280.59459,Staphylococcus aureus CFSA12SA061,resistant,susceptible,resistant,resistant
1280.59460,Staphylococcus aureus CFSA12SA064,resistant,resistant,resistant,resistant
1280.59461,Staphylococcus aureus CFSA12SA062,resistant,resistant,resistant,resistant
1280.59462,Staphylococcus aureus CFSA12SA058,resistant,resistant,resistant,resistant
1280.59463,Staphylococcus aureus CFSA12SA057,resistant,resistant,resistant,resistant
1280.59464,Staphylococcus aureus CFSA12SA053,resistant,resistant,resistant,resistant
1280.59465,Staphylococcus aureus CFSA12SA030,resistant,resistant,resistant,resistant
1280.59466,Staphylococcus aureus CFSA12SA016,resistant,resistant,resistant,resistant
1280.59467,Staphylococcus aureus CFSA12SA018,resistant,resistant,susceptible,resistant
1280.59468,Staphylococcus aureus CFSA12SA013,resistant,resistant,resistant,resistant
1280.59469,Staphylococcus aureus CFSA12SA042,resistant,resistant,resistant,resistant
1280.59470,Staphylococcus aureus CFSA12SA010,resistant,resistant,resistant,resistant
1280.59471,Staphylococcus aureus CLSA92,susceptible,susceptible,susceptible,susceptible
1280.59472,Staphylococcus aureus CLSA91,susceptible,susceptible,susceptible,susceptible
1280.59473,Staphylococcus aureus CLSA87,resistant,susceptible,resistant,susceptible
1280.59474,Staphylococcus aureus CLSA72,susceptible,susceptible,resistant,susceptible
1280.59475,Staphylococcus aureus CLSA71,susceptible,susceptible,susceptible,susceptible
1280.59476,Staphylococcus aureus CLSA68,susceptible,susceptible,susceptible,susceptible
1280.59477,Staphylococcus aureus CLSA69,susceptible,susceptible,susceptible,susceptible
1280.59478,Staphylococcus aureus CLSA65,susceptible,susceptible,susceptible,susceptible
1280.59479,Staphylococcus aureus CLSA67,susceptible,resistant,susceptible,susceptible
1280.59480,Staphylococcus aureus CLSA63,susceptible,susceptible,susceptible,susceptible
1280.59481,Staphylococcus aureus CLSA73,susceptible,susceptible,susceptible,susceptible
1280.59482,Staphylococcus aureus CLSA62,susceptible,susceptible,susceptible,susceptible
1280.59483,Staphylococcus aureus CLSA86,susceptible,susceptible,susceptible,susceptible
1280.59484,Staphylococcus aureus CLSA85,susceptible,susceptible,resistant,susceptible
1280.59485,Staphylococcus aureus CLSA84,susceptible,susceptible,susceptible,susceptible
1280.59486,Staphylococcus aureus CLSA90,susceptible,resistant,susceptible,susceptible
1280.59487,Staphylococcus aureus CLSA83,susceptible,susceptible,susceptible,susceptible
1280.59488,Staphylococcus aureus CLSA82,resistant,resistant,resistant,resistant
1280.59489,Staphylococcus aureus CLSA79,susceptible,susceptible,susceptible,susceptible
1280.59490,Staphylococcus aureus CLSA81,susceptible,susceptible,susceptible,susceptible
1280.59491,Staphylococcus aureus CLSA80,susceptible,susceptible,susceptible,susceptible
1280.59492,Staphylococcus aureus CLSA78,susceptible,susceptible,susceptible,susceptible
1280.59493,Staphylococcus aureus CLSA76,susceptible,susceptible,susceptible,susceptible
1280.59494,Staphylococcus aureus CLSA77,susceptible,susceptible,resistant,susceptible
1280.59495,Staphylococcus aureus CLSA75,susceptible,susceptible,resistant,susceptible
1280.59496,Staphylococcus aureus CLSA70,susceptible,susceptible,susceptible,susceptible
1280.59497,Staphylococcus aureus CLSA74,susceptible,susceptible,susceptible,susceptible
1280.59498,Staphylococcus aureus CLSA60,susceptible,susceptible,susceptible,susceptible
1280.59499,Staphylococcus aureus CLSA66,susceptible,susceptible,susceptible,susceptible
1280.59500,Staphylococcus aureus CLSA64,susceptible,susceptible,susceptible,susceptible
1280.59501,Staphylococcus aureus CLSA61,susceptible,susceptible,resistant,susceptible
1280.59502,Staphylococcus aureus CLSA58,susceptible,,resistant,susceptible
1280.59503,Staphylococcus aureus CLSA59,susceptible,,resistant,susceptible
1280.59504,Staphylococcus aureus CLSA56,susceptible,susceptible,resistant,susceptible
1280.59505,Staphylococcus aureus CLSA57,susceptible,susceptible,susceptible,susceptible
1280.59506,Staphylococcus aureus CLSA54,susceptible,susceptible,susceptible,susceptible
1280.59507,Staphylococcus aureus CLSA55,susceptible,susceptible,susceptible,susceptible
1280.59508,Staphylococcus aureus CLSA52,resistant,resistant,resistant,resistant
1280.59509,Staphylococcus aureus CLSA53,resistant,resistant,resistant,
1280.59510,Staphylococcus aureus CLSA51,susceptible,susceptible,susceptible,resistant
1280.59511,Staphylococcus aureus CLSA49,susceptible,susceptible,susceptible,susceptible
1280.59512,Staphylococcus aureus CLSA47,susceptible,susceptible,susceptible,susceptible
1280.59513,Staphylococcus aureus CLSA50,susceptible,susceptible,resistant,susceptible
1280.59514,Staphylococcus aureus CLSA48,resistant,resistant,resistant,resistant
1280.59515,Staphylococcus aureus CLSA43,susceptible,susceptible,susceptible,susceptible
1280.59516,Staphylococcus aureus CLSA46,susceptible,susceptible,susceptible,susceptible
1280.59517,Staphylococcus aureus CLSA45,susceptible,susceptible,susceptible,susceptible
1280.59518,Staphylococcus aureus CLSA44,susceptible,susceptible,susceptible,susceptible
1280.59519,Staphylococcus aureus CLSA42,susceptible,susceptible,susceptible,resistant
1280.59520,Staphylococcus aureus CLSA39,resistant,resistant,resistant,resistant
1280.59521,Staphylococcus aureus CLSA41,susceptible,susceptible,susceptible,susceptible
1280.59522,Staphylococcus aureus CLSA40,susceptible,resistant,resistant,resistant
1280.59523,Staphylococcus aureus CLSA38,susceptible,susceptible,resistant,susceptible
1280.59524,Staphylococcus aureus CLSA36,resistant,resistant,resistant,resistant
1280.59525,Staphylococcus aureus CLSA34,resistant,susceptible,resistant,resistant
1280.59526,Staphylococcus aureus CLSA35,resistant,resistant,resistant,resistant
1280.59527,Staphylococcus aureus CLSA37,susceptible,susceptible,susceptible,susceptible
1280.59528,Staphylococcus aureus CLSA31,resistant,resistant,resistant,
1280.59529,Staphylococcus aureus CLSA32,susceptible,resistant,susceptible,susceptible
1280.59530,Staphylococcus aureus CLSA33,susceptible,susceptible,resistant,susceptible
1280.59531,Staphylococcus aureus CLSA30,susceptible,susceptible,susceptible,susceptible
1280.59532,Staphylococcus aureus CLSA29,susceptible,susceptible,susceptible,susceptible
1280.59533,Staphylococcus aureus CLSA27,resistant,resistant,resistant,
1280.59534,Staphylococcus aureus CLSA28,susceptible,resistant,susceptible,susceptible
1280.59535,Staphylococcus aureus CLSA26,susceptible,susceptible,susceptible,susceptible
1280.59536,Staphylococcus aureus CLSA25,susceptible,resistant,susceptible,susceptible
1280.59537,Staphylococcus aureus CLSA24,susceptible,resistant,susceptible,susceptible
1280.59538,Staphylococcus aureus CLSA23,susceptible,resistant,susceptible,
1280.59539,Staphylococcus aureus CLSA22,resistant,resistant,susceptible,
1280.59540,Staphylococcus aureus CLSA18,susceptible,susceptible,susceptible,susceptible
1280.59541,Staphylococcus aureus CLSA20,susceptible,resistant,susceptible,susceptible
1280.59542,Staphylococcus aureus CLSA21,susceptible,susceptible,susceptible,susceptible
1280.59543,Staphylococcus aureus CLSA19,susceptible,resistant,susceptible,susceptible
1280.59544,Staphylococcus aureus CLSA16,susceptible,susceptible,susceptible,susceptible
1280.59545,Staphylococcus aureus CLSA17,susceptible,susceptible,susceptible,susceptible
1280.59546,Staphylococcus aureus CLSA15,susceptible,susceptible,susceptible,susceptible
1280.59547,Staphylococcus aureus CLSA14,susceptible,susceptible,susceptible,susceptible
1280.59548,Staphylococcus aureus CLSA13,susceptible,susceptible,susceptible,susceptible
1280.59549,Staphylococcus aureus CLSA11,susceptible,susceptible,susceptible,susceptible
1280.59550,Staphylococcus aureus CLSA12,susceptible,susceptible,susceptible,susceptible
1280.59551,Staphylococcus aureus CLSA10,susceptible,susceptible,susceptible,susceptible
1280.59553,Staphylococcus aureus CLSA08,susceptible,susceptible,susceptible,susceptible
1280.59554,Staphylococcus aureus CLSA07,susceptible,susceptible,susceptible,susceptible
1280.59555,Staphylococcus aureus CFSA17SA104,resistant,resistant,resistant,susceptible
1280.59556,Staphylococcus aureus CFSA17SA106,resistant,,resistant,susceptible
1280.59557,Staphylococcus aureus CFSA17SA103,susceptible,susceptible,susceptible,susceptible
1280.59558,Staphylococcus aureus CFSA17SA105,resistant,,resistant,susceptible
1280.59559,Staphylococcus aureus CFSA17SA102,susceptible,susceptible,susceptible,susceptible
1280.59560,Staphylococcus aureus CFSA17SA100,susceptible,susceptible,susceptible,susceptible
1280.59561,Staphylococcus aureus CFSA17SA099,resistant,susceptible,susceptible,susceptible
1280.59562,Staphylococcus aureus CFSA17SA098,resistant,susceptible,resistant,susceptible
1280.59563,Staphylococcus aureus CFSA17SA101,susceptible,susceptible,susceptible,susceptible
1280.59564,Staphylococcus aureus CFSA17SA096,susceptible,susceptible,susceptible,susceptible
1280.59565,Staphylococcus aureus CFSA17SA095,resistant,susceptible,susceptible,susceptible
1280.59566,Staphylococcus aureus CFSA17SA097,susceptible,susceptible,susceptible,susceptible
1280.59567,Staphylococcus aureus CFSA17SA094,resistant,susceptible,susceptible,susceptible
1280.59568,Staphylococcus aureus CFSA17SA092,resistant,resistant,resistant,susceptible
1280.59569,Staphylococcus aureus CFSA17SA090,resistant,susceptible,susceptible,susceptible
1280.59570,Staphylococcus aureus CFSA17SA089,resistant,susceptible,resistant,susceptible
1280.59571,Staphylococcus aureus CFSA17SA091,resistant,susceptible,susceptible,susceptible
1280.59572,Staphylococcus aureus CFSA17SA088,resistant,susceptible,resistant,susceptible
1280.59573,Staphylococcus aureus CFSA17SA087,resistant,susceptible,resistant,susceptible
1280.59574,Staphylococcus aureus CFSA17SA086,resistant,susceptible,resistant,susceptible
1280.59575,Staphylococcus aureus CFSA17SA083,resistant,susceptible,resistant,susceptible
1280.59576,Staphylococcus aureus CFSA17SA084,susceptible,susceptible,susceptible,susceptible
1280.59577,Staphylococcus aureus CFSA17SA085,susceptible,resistant,resistant,susceptible
1280.59578,Staphylococcus aureus CFSA17SA082,resistant,susceptible,susceptible,susceptible
1280.59579,Staphylococcus aureus CFSA17SA080,susceptible,susceptible,susceptible,susceptible
1280.59580,Staphylococcus aureus CFSA17SA081,resistant,susceptible,susceptible,susceptible
1280.59581,Staphylococcus aureus CFSA17SA078,susceptible,,resistant,susceptible
1280.59582,Staphylococcus aureus CFSA17SA076,resistant,susceptible,resistant,susceptible
1280.59583,Staphylococcus aureus CFSA17SA077,resistant,susceptible,resistant,susceptible
1280.59584,Staphylococcus aureus CFSA17SA075,resistant,susceptible,resistant,susceptible
1280.59585,Staphylococcus aureus CFSA17SA074,susceptible,susceptible,resistant,susceptible
1280.59586,Staphylococcus aureus CFSA17SA073,resistant,,resistant,susceptible
1280.59587,Staphylococcus aureus CFSA17SA079,resistant,susceptible,resistant,susceptible
1280.59588,Staphylococcus aureus CFSA17SA072,susceptible,susceptible,susceptible,susceptible
1280.59589,Staphylococcus aureus CFSA17SA070,susceptible,susceptible,susceptible,susceptible
1280.59590,Staphylococcus aureus CFSA17SA071,susceptible,susceptible,resistant,susceptible
1280.59591,Staphylococcus aureus CFSA17SA069,susceptible,susceptible,susceptible,susceptible
1280.59592,Staphylococcus aureus CFSA17SA066,susceptible,susceptible,susceptible,susceptible
1280.59593,Staphylococcus aureus CFSA17SA068,susceptible,,resistant,
1280.59594,Staphylococcus aureus CFSA17SA067,susceptible,susceptible,susceptible,susceptible
1280.59595,Staphylococcus aureus CFSA17SA065,susceptible,susceptible,susceptible,susceptible
1280.59596,Staphylococcus aureus CFSA17SA064,susceptible,susceptible,resistant,susceptible
1280.59597,Staphylococcus aureus CFSA17SA063,resistant,susceptible,susceptible,susceptible
1280.59598,Staphylococcus aureus CFSA17SA061,resistant,susceptible,susceptible,susceptible
1280.59599,Staphylococcus aureus CFSA17SA062,resistant,susceptible,resistant,susceptible
1280.59600,Staphylococcus aureus CFSA17SA059,resistant,susceptible,resistant,susceptible
1280.59601,Staphylococcus aureus CFSA17SA060,resistant,susceptible,resistant,susceptible
1280.59602,Staphylococcus aureus CFSA17SA057,resistant,susceptible,susceptible,susceptible
1280.59603,Staphylococcus aureus CFSA17SA058,resistant,susceptible,resistant,susceptible
