genome_id,antibiotic,label
1280.51749,cefoxitin,S
1280.51749,ciprofloxacin,R
1280.51749,erythromycin,S
1280.51749,tetracycline,S
1280.51750,cefoxitin,S
1280.51750,ciprofloxacin,S
1280.51750,erythromycin,R
1280.51750,tetracycline,S
1280.51751,cefoxitin,S
1280.51751,ciprofloxacin,S
1280.51751,erythromycin,S
1280.51751,tetracycline,S
1280.51752,cefoxitin,S
1280.51752,ciprofloxacin,S
1280.51752,erythromycin,R
1280.51752,tetracycline,S
1280.51753,cefoxitin,S
1280.51753,ciprofloxacin,S
1280.51753,erythromycin,S
1280.51753,tetracycline,S
1280.51754,cefoxitin,S
1280.51754,ciprofloxacin,S
1280.51754,erythromycin,S
1280.51754,tetracycline,S
1280.51761,cefoxitin,S
1280.51761,ciprofloxacin,S
1280.51761,erythromycin,S
1280.51761,tetracycline,S
1280.51763,cefoxitin,S
1280.51763,ciprofloxacin,S
1280.51763,erythromycin,S
1280.51763,tetracycline,S
1280.51764,cefoxitin,S
1280.51764,ciprofloxacin,R
1280.51764,erythromycin,S
1280.51764,tetracycline,S
1280.51766,cefoxitin,S
1280.51766,ciprofloxacin,S
1280.51766,erythromycin,S
1280.51766,tetracycline,S
1280.51767,cefoxitin,S
1280.51767,ciprofloxacin,S
1280.51767,erythromycin,R
1280.51767,tetracycline,S
1280.51768,cefoxitin,S
1280.51768,ciprofloxacin,S
1280.51768,erythromycin,R
1280.51768,tetracycline,S
1280.51769,cefoxitin,S
1280.51769,ciprofloxacin,S
1280.51769,erythromycin,R
1280.51769,tetracycline,S
1280.51770,cefoxitin,S
1280.51770,ciprofloxacin,S
1280.51770,erythromycin,S
1280.51770,tetracycline,S
1280.51771,cefoxitin,S
1280.51771,ciprofloxacin,S
1280.51771,erythromycin,R
1280.51771,tetracycline,S
1280.51772,cefoxitin,S
1280.51772,ciprofloxacin,S
1280.51772,erythromycin,S
1280.51772,tetracycline,S
1280.51773,cefoxitin,S
1280.51773,ciprofloxacin,S
1280.51773,erythromycin,R
1280.51773,tetracycline,S
1280.51774,cefoxitin,S
1280.51774,ciprofloxacin,R
1280.51774,erythromycin,R
1280.51774,tetracycline,S
1280.51775,cefoxitin,S
1280.51775,ciprofloxacin,S
1280.51775,erythromycin,R
1280.51775,tetracycline,S
1280.51776,cefoxitin,S
1280.51776,ciprofloxacin,R
1280.51776,erythromycin,R
1280.51776,tetracycline,S
1280.51777,cefoxitin,S
1280.51777,ciprofloxacin,S
1280.51777,erythromycin,S
1280.51777,tetracycline,S
1280.51778,cefoxitin,S
1280.51778,ciprofloxacin,R
1280.51778,erythromycin,R
1280.51778,tetracycline,S
1280.51779,cefoxitin,S
1280.51779,ciprofloxacin,S
1280.51779,erythromycin,R
1280.51779,tetracycline,S
1280.51780,cefoxitin,S
1280.51780,ciprofloxacin,S
1280.51780,erythromycin,R
1280.51780,tetracycline,R
1280.51784,cefoxitin,R
1280.51784,ciprofloxacin,R
1280.51784,erythromycin,S
1280.51784,tetracycline,S
1280.51785,cefoxitin,S
1280.51785,ciprofloxacin,R
1280.51785,erythromycin,S
1280.51785,tetracycline,S
1280.51786,cefoxitin,S
1280.51786,ciprofloxacin,R
1280.51786,erythromycin,S
1280.51786,tetracycline,S
1280.51787,cefoxitin,R
1280.51787,ciprofloxacin,R
1280.51787,erythromycin,S
1280.51787,tetracycline,S
1280.51788,cefoxitin,S
1280.51788,ciprofloxacin,R
1280.51788,erythromycin,S
1280.51788,tetracycline,S
1280.51789,cefoxitin,S
1280.51789,ciprofloxacin,R
1280.51789,erythromycin,S
1280.51789,tetracycline,S
1280.51790,cefoxitin,S
1280.51790,ciprofloxacin,R
1280.51790,erythromycin,S
1280.51790,tetracycline,S
1280.51791,cefoxitin,R
1280.51791,ciprofloxacin,R
1280.51791,erythromycin,S
1280.51791,tetracycline,S
1280.51792,cefoxitin,S
1280.51792,ciprofloxacin,R
1280.51792,erythromycin,R
1280.51792,tetracycline,S
1280.51793,cefoxitin,R
1280.51793,ciprofloxacin,S
1280.51793,erythromycin,S
1280.51793,tetracycline,S
1280.51794,cefoxitin,S
1280.51794,ciprofloxacin,R
1280.51794,erythromycin,S
1280.51794,tetracycline,S
1280.51795,cefoxitin,S
1280.51795,ciprofloxacin,R
1280.51795,erythromycin,R
1280.51795,tetracycline,S
1280.51796,cefoxitin,S
1280.51796,ciprofloxacin,R
1280.51796,erythromycin,S
1280.51796,tetracycline,S
1280.51797,cefoxitin,R
1280.51797,ciprofloxacin,R
1280.51797,erythromycin,S
1280.51797,tetracycline,S
1280.51798,cefoxitin,R
1280.51798,ciprofloxacin,R
1280.51798,erythromycin,R
1280.51798,tetracycline,S
1280.51799,cefoxitin,S
1280.51799,ciprofloxacin,R
1280.51799,erythromycin,R
1280.51799,tetracycline,S
1280.51800,cefoxitin,S
1280.51800,ciprofloxacin,R
1280.51800,erythromycin,R
1280.51800,tetracycline,S
1280.51801,cefoxitin,S
1280.51801,ciprofloxacin,R
1280.51801,erythromycin,R
1280.51801,tetracycline,S
1280.51803,cefoxitin,S
1280.51803,ciprofloxacin,R
1280.51803,erythromycin,R
1280.51803,tetracycline,S
1280.51804,cefoxitin,R
1280.51804,ciprofloxacin,R
1280.51804,erythromycin,R
1280.51804,tetracycline,S
1280.51805,cefoxitin,R
1280.51805,ciprofloxacin,R
1280.51805,erythromycin,R
1280.51805,tetracycline,S
1280.51806,cefoxitin,R
1280.51806,ciprofloxacin,R
1280.51806,erythromycin,R
1280.51806,tetracycline,S
1280.51807,cefoxitin,R
1280.51807,ciprofloxacin,R
1280.51807,erythromycin,R
1280.51807,tetracycline,S
1280.51808,cefoxitin,R
1280.51808,ciprofloxacin,R
1280.51808,erythromycin,R
1280.51808,tetracycline,S
1280.51809,cefoxitin,R
1280.51809,ciprofloxacin,R
1280.51809,erythromycin,R
1280.51809,tetracycline,S
1280.51810,cefoxitin,R
1280.51810,ciprofloxacin,R
1280.51810,erythromycin,R
1280.51810,tetracycline,S
1280.51812,cefoxitin,R
1280.51812,ciprofloxacin,R
1280.51812,erythromycin,R
1280.51812,tetracycline,S
1280.51813,cefoxitin,R
1280.51813,ciprofloxacin,R
1280.51813,erythromycin,R
1280.51813,tetracycline,S
1280.51814,cefoxitin,S
1280.51814,ciprofloxacin,R
1280.51814,erythromycin,R
1280.51814,tetracycline,S
1280.51815,cefoxitin,R
1280.51815,ciprofloxacin,R
1280.51815,erythromycin,R
1280.51815,tetracycline,S
1280.51816,cefoxitin,R
1280.51816,ciprofloxacin,R
1280.51816,erythromycin,R
1280.51816,tetracycline,S
1280.51817,cefoxitin,R
1280.51817,ciprofloxacin,R
1280.51817,erythromycin,R
1280.51817,tetracycline,S
1280.51818,cefoxitin,R
1280.51818,ciprofloxacin,R
1280.51818,erythromycin,R
1280.51818,tetracycline,S
1280.51819,cefoxitin,R
1280.51819,ciprofloxacin,R
1280.51819,erythromycin,R
1280.51819,tetracycline,S
1280.51820,cefoxitin,R
1280.51820,ciprofloxacin,R
1280.51820,erythromycin,R
1280.51820,tetracycline,S
1280.51821,cefoxitin,S
1280.51821,ciprofloxacin,R
1280.51821,erythromycin,R
1280.51821,tetracycline,S
1280.51823,cefoxitin,S
1280.51823,ciprofloxacin,R
1280.51823,erythromycin,R
1280.51823,tetracycline,S
1280.51824,cefoxitin,S
1280.51824,ciprofloxacin,R
1280.51824,erythromycin,R
1280.51824,tetracycline,S
1280.51825,cefoxitin,S
1280.51825,ciprofloxacin,R
1280.51825,erythromycin,R
1280.51825,tetracycline,S
1280.51826,cefoxitin,S
1280.51826,ciprofloxacin,R
1280.51826,erythromycin,R
1280.51826,tetracycline,S
1280.51828,cefoxitin,S
1280.51828,ciprofloxacin,R
1280.51828,erythromycin,R
1280.51828,tetracycline,S
1280.51829,cefoxitin,S
1280.51829,ciprofloxacin,R
1280.51829,erythromycin,R
1280.51829,tetracycline,S
1280.51830,cefoxitin,S
1280.51830,ciprofloxacin,R
1280.51830,erythromycin,R
1280.51830,tetracycline,S
1280.51831,cefoxitin,S
1280.51831,ciprofloxacin,R
1280.51831,erythromycin,R
1280.51831,tetracycline,S
1280.51832,cefoxitin,S
1280.51832,ciprofloxacin,R
1280.51832,erythromycin,R
1280.51832,tetracycline,S
1280.51833,cefoxitin,S
1280.51833,ciprofloxacin,R
1280.51833,erythromycin,R
1280.51833,tetracycline,S
1280.51834,cefoxitin,S
1280.51834,ciprofloxacin,R
1280.51834,erythromycin,R
1280.51834,tetracycline,S
1280.51835,cefoxitin,S
1280.51835,ciprofloxacin,R
1280.51835,erythromycin,R
1280.51835,tetracycline,S
1280.51836,cefoxitin,S
1280.51836,ciprofloxacin,R
1280.51836,erythromycin,R
1280.51836,tetracycline,S
1280.51837,cefoxitin,S
1280.51837,ciprofloxacin,R
1280.51837,erythromycin,R
1280.51837,tetracycline,S
1280.51838,cefoxitin,S
1280.51838,ciprofloxacin,R
1280.51838,erythromycin,R
1280.51838,tetracycline,S
1280.51839,cefoxitin,S
1280.51839,ciprofloxacin,R
1280.51839,erythromycin,R
1280.51839,tetracycline,S
1280.51840,cefoxitin,S
1280.51840,ciprofloxacin,R
1280.51840,erythromycin,R
1280.51840,tetracycline,S
1280.51841,cefoxitin,S
1280.51841,ciprofloxacin,R
1280.51841,erythromycin,R
1280.51841,tetracycline,S
1280.51842,cefoxitin,S
1280.51842,ciprofloxacin,R
1280.51842,erythromycin,R
1280.51842,tetracycline,S
1280.51843,cefoxitin,S
1280.51843,ciprofloxacin,R
1280.51843,erythromycin,R
1280.51843,tetracycline,S
1280.51844,cefoxitin,S
1280.51844,ciprofloxacin,R
1280.51844,erythromycin,R
1280.51844,tetracycline,S
1280.51845,cefoxitin,S
1280.51845,ciprofloxacin,R
1280.51845,erythromycin,R
1280.51845,tetracycline,S
1280.51846,cefoxitin,S
1280.51846,ciprofloxacin,R
1280.51846,erythromycin,R
1280.51846,tetracycline,S
1280.51847,cefoxitin,S
1280.51847,ciprofloxacin,R
1280.51847,erythromycin,R
1280.51847,tetracycline,S
1280.51848,cefoxitin,S
1280.51848,ciprofloxacin,R
1280.51848,erythromycin,R
1280.51848,tetracycline,S
1280.51849,cefoxitin,S
1280.51849,ciprofloxacin,R
1280.51849,erythromycin,R
1280.51849,tetracycline,S
1280.51850,cefoxitin,S
1280.51850,ciprofloxacin,R
1280.51850,erythromycin,R
1280.51850,tetracycline,S
1280.51852,cefoxitin,S
1280.51852,ciprofloxacin,R
1280.51852,erythromycin,R
1280.51852,tetracycline,S
1280.51853,cefoxitin,S
1280.51853,ciprofloxacin,R
1280.51853,erythromycin,R
1280.51853,tetracycline,S
1280.51855,cefoxitin,S
1280.51855,ciprofloxacin,S
1280.51855,erythromycin,S
1280.51855,tetracycline,S
1280.51856,cefoxitin,S
1280.51856,ciprofloxacin,R
1280.51856,erythromycin,R
1280.51856,tetracycline,S
1280.51857,cefoxitin,S
1280.51857,ciprofloxacin,R
1280.51857,erythromycin,R
1280.51857,tetracycline,S
1280.51858,cefoxitin,S
1280.51858,ciprofloxacin,R
1280.51858,erythromycin,R
1280.51858,tetracycline,S
1280.51859,cefoxitin,S
1280.51859,ciprofloxacin,R
1280.51859,erythromycin,R
1280.51859,tetracycline,S
1280.51860,cefoxitin,S
1280.51860,ciprofloxacin,R
1280.51860,erythromycin,R
1280.51860,tetracycline,S
1280.51861,cefoxitin,S
1280.51861,ciprofloxacin,R
1280.51861,erythromycin,R
1280.51861,tetracycline,S
1280.51862,cefoxitin,S
1280.51862,ciprofloxacin,R
1280.51862,erythromycin,R
1280.51862,tetracycline,S
1280.51863,cefoxitin,S
1280.51863,ciprofloxacin,R
1280.51863,erythromycin,R
1280.51863,tetracycline,S
1280.51864,cefoxitin,S
1280.51864,ciprofloxacin,S
1280.51864,erythromycin,R
1280.51864,tetracycline,S
1280.51865,cefoxitin,S
1280.51865,ciprofloxacin,R
1280.51865,erythromycin,R
1280.51865,tetracycline,S
1280.51866,cefoxitin,S
1280.51866,ciprofloxacin,R
1280.51866,erythromycin,R
1280.51866,tetracycline,S
1280.51867,cefoxitin,S
1280.51867,ciprofloxacin,R
1280.51867,erythromycin,R
1280.51867,tetracycline,S
1280.51868,cefoxitin,S
1280.51868,ciprofloxacin,R
1280.51868,erythromycin,R
1280.51868,tetracycline,S
1280.51869,cefoxitin,S
1280.51869,ciprofloxacin,R
1280.51869,erythromycin,R
1280.51869,tetracycline,S
1280.51870,cefoxitin,S
1280.51870,ciprofloxacin,R
1280.51870,erythromycin,R
1280.51871,cefoxitin,R
1280.51871,ciprofloxacin,R
1280.51871,erythromycin,R
1280.51871,tetracycline,S
1280.51872,cefoxitin,R
1280.51872,ciprofloxacin,R
1280.51872,erythromycin,R
1280.51872,tetracycline,R
1280.51874,cefoxitin,R
1280.51874,ciprofloxacin,S
1280.51874,erythromycin,S
1280.51874,tetracycline,S
1280.51875,cefoxitin,S
1280.51875,ciprofloxacin,R
1280.51875,erythromycin,R
1280.51875,tetracycline,S
1280.51876,cefoxitin,R
1280.51876,ciprofloxacin,S
1280.51876,erythromycin,S
1280.51876,tetracycline,S
1280.51879,cefoxitin,R
1280.51879,ciprofloxacin,R
1280.51879,erythromycin,R
1280.51879,tetracycline,S
1280.51880,cefoxitin,S
1280.51880,ciprofloxacin,R
1280.51880,erythromycin,S
1280.51880,tetracycline,S
1280.51881,cefoxitin,S
1280.51881,ciprofloxacin,R
1280.51881,erythromycin,R
1280.51881,tetracycline,S
1280.51882,cefoxitin,S
1280.51882,ciprofloxacin,R
1280.51882,erythromycin,R
1280.51882,tetracycline,S
1280.51883,cefoxitin,S
1280.51883,ciprofloxacin,R
1280.51883,erythromycin,R
1280.51883,tetracycline,S
1280.51884,cefoxitin,S
1280.51884,ciprofloxacin,R
1280.51884,erythromycin,R
1280.51884,tetracycline,S
1280.51885,cefoxitin,S
1280.51885,ciprofloxacin,R
1280.51885,erythromycin,S
1280.51885,tetracycline,S
1280.51886,cefoxitin,S
1280.51886,ciprofloxacin,R
1280.51886,erythromycin,R
1280.51886,tetracycline,S
1280.51887,cefoxitin,S
1280.51887,ciprofloxacin,R
1280.51887,erythromycin,R
1280.51887,tetracycline,S
1280.51888,cefoxitin,S
1280.51888,ciprofloxacin,R
1280.51888,erythromycin,R
1280.51888,tetracycline,S
1280.51889,cefoxitin,S
1280.51889,ciprofloxacin,R
1280.51889,erythromycin,R
1280.51889,tetracycline,S
1280.51890,cefoxitin,S
1280.51890,ciprofloxacin,S
1280.51890,erythromycin,S
1280.51890,tetracycline,S
1280.51891,cefoxitin,S
1280.51891,ciprofloxacin,S
1280.51891,erythromycin,S
1280.51891,tetracycline,S
1280.51893,cefoxitin,S
1280.51893,ciprofloxacin,R
1280.51893,erythromycin,R
1280.51893,tetracycline,S
1280.51895,cefoxitin,S
1280.51895,ciprofloxacin,R
1280.51895,erythromycin,R
1280.51895,tetracycline,S
1280.51896,cefoxitin,S
1280.51896,ciprofloxacin,R
1280.51896,erythromycin,R
1280.51896,tetracycline,S
1280.51897,cefoxitin,S
1280.51897,ciprofloxacin,R
1280.51897,erythromycin,R
1280.51897,tetracycline,S
1280.51898,cefoxitin,S
1280.51898,ciprofloxacin,R
1280.51898,erythromycin,R
1280.51898,tetracycline,S
1280.51899,cefoxitin,S
1280.51899,ciprofloxacin,R
1280.51899,erythromycin,R
1280.51899,tetracycline,S
1280.51900,cefoxitin,S
1280.51900,ciprofloxacin,R
1280.51900,erythromycin,R
1280.51900,tetracycline,S
1280.51901,cefoxitin,S
1280.51901,ciprofloxacin,R
1280.51901,erythromycin,R
1280.51901,tetracycline,S
1280.51902,cefoxitin,S
1280.51902,ciprofloxacin,R
1280.51902,erythromycin,R
1280.51902,tetracycline,S
1280.51903,cefoxitin,S
1280.51903,ciprofloxacin,R
1280.51903,erythromycin,R
1280.51903,tetracycline,S
1280.51904,cefoxitin,S
1280.51904,ciprofloxacin,R
1280.51904,erythromycin,R
1280.51904,tetracycline,R
1280.51905,cefoxitin,S
1280.51905,ciprofloxacin,R
1280.51905,erythromycin,R
1280.51905,tetracycline,R
1280.51906,cefoxitin,R
1280.51906,ciprofloxacin,R
1280.51906,erythromycin,R
1280.51906,tetracycline,R
1280.51907,cefoxitin,S
1280.51907,ciprofloxacin,R
1280.51907,erythromycin,R
1280.51907,tetracycline,R
1280.51908,cefoxitin,S
1280.51908,ciprofloxacin,R
1280.51908,erythromycin,S
1280.51908,tetracycline,R
1280.51909,cefoxitin,S
1280.51909,ciprofloxacin,R
1280.51909,erythromycin,R
1280.51909,tetracycline,R
1280.51910,cefoxitin,S
1280.51910,ciprofloxacin,R
1280.51910,erythromycin,R
1280.51910,tetracycline,R
1280.51911,cefoxitin,S
1280.51911,ciprofloxacin,R
1280.51911,erythromycin,R
1280.51911,tetracycline,S
1280.51912,cefoxitin,S
1280.51912,ciprofloxacin,R
1280.51912,erythromycin,R
1280.51912,tetracycline,S
1280.51913,cefoxitin,S
1280.51913,ciprofloxacin,R
1280.51913,erythromycin,R
1280.51913,tetracycline,S
1280.51914,cefoxitin,S
1280.51914,ciprofloxacin,R
1280.51914,erythromycin,R
1280.51914,tetracycline,R
1280.51915,cefoxitin,S
1280.51915,ciprofloxacin,R
1280.51915,erythromycin,R
1280.51915,tetracycline,R
1280.51916,cefoxitin,S
1280.51916,ciprofloxacin,S
1280.51916,erythromycin,S
1280.51916,tetracycline,S
1280.51917,cefoxitin,S
1280.51917,ciprofloxacin,S
1280.51917,erythromycin,S
1280.51917,tetracycline,S
1280.51918,cefoxitin,S
1280.51918,ciprofloxacin,S
1280.51918,erythromycin,S
1280.51918,tetracycline,S
1280.51919,cefoxitin,S
1280.51919,ciprofloxacin,S
1280.51919,erythromycin,S
1280.51919,tetracycline,S
1280.51920,cefoxitin,S
1280.51920,ciprofloxacin,S
1280.51920,erythromycin,S
1280.51920,tetracycline,S
1280.51921,cefoxitin,S
1280.51921,ciprofloxacin,S
1280.51921,erythromycin,S
1280.51921,tetracycline,S
1280.51922,cefoxitin,S
1280.51922,ciprofloxacin,S
1280.51922,erythromycin,S
1280.51922,tetracycline,R
1280.51923,cefoxitin,S
1280.51923,ciprofloxacin,S
1280.51923,erythromycin,S
1280.51923,tetracycline,S
1280.51924,cefoxitin,S
1280.51924,ciprofloxacin,S
1280.51924,erythromycin,S
1280.51924,tetracycline,R
1280.51925,cefoxitin,S
1280.51925,ciprofloxacin,S
1280.51925,erythromycin,R
1280.51925,tetracycline,R
1280.51926,cefoxitin,S
1280.51926,ciprofloxacin,S
1280.51926,erythromycin,S
1280.51926,tetracycline,S
1280.51927,cefoxitin,S
1280.51927,ciprofloxacin,S
1280.51927,erythromycin,S
1280.51927,tetracycline,S
1280.51928,cefoxitin,S
1280.51928,ciprofloxacin,S
1280.51928,erythromycin,S
1280.51928,tetracycline,S
1280.51929,cefoxitin,S
1280.51929,ciprofloxacin,S
1280.51929,erythromycin,S
1280.51929,tetracycline,S
1280.51930,cefoxitin,S
1280.51930,ciprofloxacin,S
1280.51930,erythromycin,S
1280.51930,tetracycline,S
1280.51931,cefoxitin,S
1280.51931,ciprofloxacin,S
1280.51931,erythromycin,S
1280.51931,tetracycline,S
1280.51932,cefoxitin,S
1280.51932,ciprofloxacin,S
1280.51932,erythromycin,S
1280.51932,tetracycline,S
1280.51933,cefoxitin,S
1280.51933,ciprofloxacin,S
1280.51933,erythromycin,S
1280.51933,tetracycline,S
1280.51934,cefoxitin,S
1280.51934,ciprofloxacin,S
1280.51934,erythromycin,S
1280.51934,tetracycline,S
1280.51935,cefoxitin,S
1280.51935,ciprofloxacin,S
1280.51935,erythromycin,S
1280.51935,tetracycline,S
1280.51936,cefoxitin,S
1280.51936,ciprofloxacin,S
1280.51936,erythromycin,S
1280.51936,tetracycline,S
1280.51937,cefoxitin,S
1280.51937,ciprofloxacin,S
1280.51937,erythromycin,S
1280.51937,tetracycline,S
1280.51938,cefoxitin,S
1280.51938,ciprofloxacin,S
1280.51938,erythromycin,S
1280.51938,tetracycline,S
1280.51939,cefoxitin,S
1280.51939,ciprofloxacin,S
1280.51939,erythromycin,S
1280.51939,tetracycline,S
1280.51940,cefoxitin,S
1280.51940,ciprofloxacin,S
1280.51940,erythromycin,S
1280.51940,tetracycline,S
1280.51941,cefoxitin,S
1280.51941,ciprofloxacin,S
1280.51941,erythromycin,S
1280.51941,tetracycline,S
1280.52134,cefoxitin,S
1280.52135,cefoxitin,S
1280.52136,cefoxitin,S
1280.52137,cefoxitin,R
1280.52138,cefoxitin,S
1280.52139,cefoxitin,S
1280.52140,cefoxitin,R
1280.52141,cefoxitin,S
1280.52142,cefoxitin,S
1280.52143,cefoxitin,S
1280.52144,cefoxitin,S
1280.52145,cefoxitin,S
1280.52146,cefoxitin,S
1280.52147,cefoxitin,S
1280.52148,cefoxitin,S
1280.52149,cefoxitin,S
1280.52150,cefoxitin,S
1280.52151,cefoxitin,S
1280.52152,cefoxitin,R
1280.52153,cefoxitin,R
1280.52154,cefoxitin,R
1280.52155,cefoxitin,S
1280.52156,cefoxitin,S
1280.52157,cefoxitin,R
1280.52158,cefoxitin,R
1280.52159,cefoxitin,S
1280.52160,cefoxitin,S
1280.52161,cefoxitin,S
1280.52162,cefoxitin,S
1280.52163,cefoxitin,S
1280.52164,cefoxitin,S
1280.52165,cefoxitin,R
1280.52166,cefoxitin,S
1280.52167,cefoxitin,S
1280.52168,cefoxitin,S
1280.52169,cefoxitin,S
1280.52170,cefoxitin,R
1280.52171,cefoxitin,S
1280.52172,cefoxitin,S
1280.52173,cefoxitin,S
1280.52174,cefoxitin,R
1280.52175,cefoxitin,S
1280.52176,cefoxitin,S
1280.52177,cefoxitin,S
1280.52178,cefoxitin,S
1280.52179,cefoxitin,S
1280.52180,cefoxitin,S
1280.52181,cefoxitin,S
1280.52182,cefoxitin,S
1280.52183,cefoxitin,S
1280.52184,cefoxitin,S
1280.52185,cefoxitin,S
1280.52186,cefoxitin,S
1280.52187,cefoxitin,S
1280.52188,cefoxitin,S
1280.52189,cefoxitin,S
1280.52190,cefoxitin,S
1280.52191,cefoxitin,S
1280.52192,cefoxitin,S
1280.52193,cefoxitin,S
1280.52194,cefoxitin,S
1280.52195,cefoxitin,S
1280.52196,cefoxitin,S
1280.52197,cefoxitin,S
1280.52198,cefoxitin,S
1280.52199,cefoxitin,S
1280.52200,cefoxitin,S
1280.52201,cefoxitin,S
1280.52202,cefoxitin,S
1280.52203,cefoxitin,S
1280.52204,cefoxitin,S
1280.52205,cefoxitin,S
1280.52206,cefoxitin,S
1280.52207,cefoxitin,S
1280.52208,cefoxitin,S
1280.52209,cefoxitin,S
1280.52210,cefoxitin,S
1280.52211,cefoxitin,S
1280.52212,cefoxitin,S
1280.52213,cefoxitin,S
1280.52214,cefoxitin,S
1280.52215,cefoxitin,S
1280.52216,cefoxitin,S
1280.52217,cefoxitin,S
1280.52218,cefoxitin,S
1280.52219,cefoxitin,S
1280.52220,cefoxitin,S
1280.52221,cefoxitin,S
1280.52222,cefoxitin,S
1280.52223,cefoxitin,S
1280.52224,cefoxitin,S
1280.52225,cefoxitin,S
1280.52226,cefoxitin,S
1280.52227,cefoxitin,S
1280.52228,cefoxitin,S
1280.52229,cefoxitin,S
1280.52230,cefoxitin,S
1280.52231,cefoxitin,S
1280.52232,cefoxitin,S
1280.52233,cefoxitin,S
1280.59245,cefoxitin,S
1280.59245,ciprofloxacin,S
1280.59245,erythromycin,S
1280.59245,tetracycline,S
1280.59246,cefoxitin,R
1280.59246,erythromycin,S
1280.59246,tetracycline,S
1280.59247,cefoxitin,S
1280.59247,ciprofloxacin,S
1280.59247,erythromycin,S
1280.59247,tetracycline,S
1280.59248,cefoxitin,S
1280.59248,ciprofloxacin,S
1280.59248,erythromycin,S
1280.59248,tetracycline,S
1280.59249,cefoxitin,R
1280.59249,ciprofloxacin,S
1280.59249,erythromycin,R
1280.59249,tetracycline,R
1280.59250,cefoxitin,S
1280.59250,ciprofloxacin,S
1280.59250,erythromycin,S
1280.59250,tetracycline,S
1280.59251,cefoxitin,S
1280.59251,ciprofloxacin,S
1280.59251,erythromycin,S
1280.59251,tetracycline,S
1280.59252,cefoxitin,S
1280.59252,ciprofloxacin,S
1280.59252,erythromycin,R
1280.59252,tetracycline,S
1280.59253,cefoxitin,S
1280.59253,ciprofloxacin,S
1280.59253,erythromycin,R
1280.59253,tetracycline,S
1280.59254,cefoxitin,R
1280.59254,ciprofloxacin,S
1280.59254,erythromycin,R
1280.59254,tetracycline,S
1280.59255,cefoxitin,S
1280.59255,ciprofloxacin,S
1280.59255,erythromycin,S
1280.59255,tetracycline,S
1280.59256,cefoxitin,S
1280.59256,erythromycin,R
1280.59256,tetracycline,R
1280.59257,cefoxitin,S
1280.59257,erythromycin,R
1280.59257,tetracycline,R
1280.59258,cefoxitin,S
1280.59258,ciprofloxacin,S
1280.59258,erythromycin,R
1280.59258,tetracycline,S
1280.59259,cefoxitin,R
1280.59259,ciprofloxacin,R
1280.59259,erythromycin,R
1280.59259,tetracycline,R
1280.59260,cefoxitin,R
1280.59260,ciprofloxacin,S
1280.59260,erythromycin,R
1280.59260,tetracycline,S
1280.59261,cefoxitin,R
1280.59261,ciprofloxacin,S
1280.59261,erythromycin,R
1280.59261,tetracycline,S
1280.59262,cefoxitin,S
1280.59262,ciprofloxacin,S
1280.59262,erythromycin,R
1280.59262,tetracycline,S
1280.59263,cefoxitin,S
1280.59263,ciprofloxacin,S
1280.59263,erythromycin,S
1280.59263,tetracycline,S
1280.59264,cefoxitin,S
1280.59264,ciprofloxacin,S
1280.59264,erythromycin,S
1280.59264,tetracycline,S
1280.59265,cefoxitin,S
1280.59265,ciprofloxacin,S
1280.59265,erythromycin,S
1280.59265,tetracycline,S
1280.59266,cefoxitin,R
1280.59266,ciprofloxacin,S
1280.59266,erythromycin,R
1280.59266,tetracycline,S
1280.59267,cefoxitin,S
1280.59267,erythromycin,R
1280.59268,cefoxitin,S
1280.59268,erythromycin,R
1280.59268,tetracycline,R
1280.59269,cefoxitin,R
1280.59269,ciprofloxacin,S
1280.59269,erythromycin,R
1280.59269,tetracycline,S
1280.59270,cefoxitin,S
1280.59270,ciprofloxacin,S
1280.59270,erythromycin,S
1280.59270,tetracycline,S
1280.59271,cefoxitin,R
1280.59271,ciprofloxacin,S
1280.59271,erythromycin,R
1280.59271,tetracycline,S
1280.59272,cefoxitin,R
1280.59272,ciprofloxacin,S
1280.59272,erythromycin,R
1280.59273,cefoxitin,S
1280.59273,ciprofloxacin,S
1280.59273,erythromycin,R
1280.59273,tetracycline,R
1280.59274,cefoxitin,S
1280.59274,ciprofloxacin,S
1280.59274,erythromycin,R
1280.59274,tetracycline,S
1280.59275,cefoxitin,R
1280.59275,ciprofloxacin,R
1280.59275,erythromycin,R
1280.59275,tetracycline,R
1280.59276,cefoxitin,S
1280.59276,ciprofloxacin,R
1280.59276,erythromycin,R
1280.59276,tetracycline,S
1280.59277,cefoxitin,S
1280.59277,ciprofloxacin,S
1280.59277,erythromycin,R
1280.59278,cefoxitin,S
1280.59278,erythromycin,R
1280.59278,tetracycline,S
1280.59279,cefoxitin,S
1280.59279,ciprofloxacin,S
1280.59279,erythromycin,R
1280.59279,tetracycline,S
1280.59280,cefoxitin,S
1280.59280,ciprofloxacin,R
1280.59280,tetracycline,S
1280.59281,cefoxitin,S
1280.59281,ciprofloxacin,S
1280.59281,erythromycin,S
1280.59281,tetracycline,S
1280.59282,cefoxitin,S
1280.59282,ciprofloxacin,S
1280.59282,erythromycin,S
1280.59283,cefoxitin,R
1280.59283,ciprofloxacin,S
1280.59283,erythromycin,R
1280.59283,tetracycline,S
1280.59284,cefoxitin,S
1280.59284,ciprofloxacin,S
1280.59284,erythromycin,R
1280.59284,tetracycline,S
